1 0 0 0 0 
0 1 0 0 0 
0 0 1 0 0 
0 0 0 1 0 
0 0 0 0 1 
0.205121 0.205101 0.188857 0.202535 0.198386 
0.00733963 0.00917969 0.548588 0.430645 0.00424785 
0.0062826 0.0218362 0.405882 0.00625532 0.559743 
0.380127 0.0200321 0.0103775 0.00136451 0.588099 
0.431757 0.0338035 0.533987 0.000196412 0.0002555 
0.0224804 0.497152 0.467611 0.011971 0.000785271 
0.00158815 0.0283781 0.00807958 0.546455 0.415499 
0.00453562 0.619708 0.0099609 0.0131082 0.352687 
0.559215 0.00439112 0.000149073 0.392258 0.0439866 
0.585355 0.351794 0.0122532 0.00275528 0.0478429 
0.00728822 0.415113 0.0203991 0.540331 0.0168694 
0.179789 0.0149678 0.162726 0.605502 0.0370156 
0.216913 0.588998 0.000655818 0.179806 0.0136267 
0.0078311 0.258438 0.0330527 0.15115 0.549529 
0.0325561 0.080394 0.64203 0.0370098 0.208011 
0.657817 0.00791167 0.0579437 0.0125378 0.263789 
0.000829101 0.331846 0.342417 0.000945121 0.323963 
0.000390306 0.00600175 0.34402 0.337811 0.311777 
0.00219775 0.331847 0.324712 0.338028 0.00321485 
0.303896 0.000422902 0.368843 0.0198825 0.306956 
0.340165 0.329501 0.322029 0.00737792 0.000926536 
0.396354 0.017791 0.299963 0.282484 0.00340847 
0.276045 0.342164 0.00740577 0.00257374 0.371812 
0.24148 0.014719 0.0213788 0.292295 0.430127 
0.309419 0.264996 0.000382873 0.402207 0.0229948 
0.00397127 0.311978 0.0112347 0.373274 0.299542 
0.0566993 0.729097 0.192371 0.00704219 0.0147909 
0.622621 0.0890754 0.263065 0.00979653 0.0154424 
0.186479 0.152975 0.463152 0.187292 0.0101027 
0.117837 0.0218345 0.0418323 0.0959193 0.722577 
0.00639018 0.12131 7.10412e-005 0.74588 0.126349 
0.444722 0.147385 0.0118454 0.17662 0.219427 
0.0293673 0.495061 0.176455 0.132259 0.166858 
0.185901 0.144786 0.178093 0.0035998 0.487621 
0.314643 0.012372 0.00385683 0.470537 0.198591 
0.00113257 0.0249706 0.135497 0.284192 0.554208 
0.00798515 0.275568 0.634748 0.0735242 0.00817503 
0.0238387 0.157045 0.191689 0.454424 0.173003 
0.74849 0.0219731 0.0421816 0.14982 0.0375353 
0.350629 0.363639 0.0706615 0.146886 0.0681838 
0.0742476 0.00301851 0.690973 0.210718 0.0210431 
0.408448 0.153361 0.232259 0.0354043 0.170527 
0.166689 0.0493114 0.343721 0.394567 0.0457114 
0.0155825 0.161927 0.252813 0.16824 0.401437 
0.135486 0.400274 0.105748 0.30848 0.0500112 
0.234156 0.0549643 0.703372 0.000881283 0.00662623 
0.203945 0.212169 0.386393 0.0164622 0.181031 
0.00138703 0.171865 0.439448 0.164333 0.222967 
0.000789366 0.641229 0.000390642 0.304195 0.0533959 
0.216072 0.528062 0.218488 0.0342224 0.00315645 
0.361062 0.0332907 0.137109 0.0938729 0.374666 
0.560576 0.189005 0.0232223 0.219844 0.00735194 
0.0345344 0.40414 0.11276 0.066224 0.382342 
0.214551 0.390354 0.182296 0.00964473 0.203153 
0.183958 0.0259572 0.37928 0.206585 0.204219 
0.166611 0.2511 0.00188873 0.206854 0.373547 
0.143604 0.173336 0.00564335 0.54909 0.128327 
0.132052 0.360656 0.336688 0.132823 0.0377811 
0.305354 0.00124951 0.165675 0.285994 0.241728 
0.1545 0.611177 0.0570146 0.00980302 0.167505 
0.108878 0.00847873 0.146602 0.407948 0.328093 
0.00662076 0.00252497 0.494506 0.12405 0.372299 
0.27423 0.190726 0.205335 0.320667 0.00904103 
0.00313396 0.0395499 0.300575 0.656669 7.18995e-005 
0.179632 0.435135 0.00936178 0.154944 0.220927 
0.370127 0.0200698 0.12835 0.472018 0.00943568 
0.419991 0.51963 0.0413974 0.00481477 0.0141663 
0.00502665 0.296617 0.216708 0.255855 0.225794 
0.163896 0.00237105 0.210807 0.186801 0.436125 
0.235538 0.0433759 0.534649 0.00606835 0.180368 
0.0186785 0.126575 0.199559 0.0248 0.630388 
0.500296 0.000651313 0.128055 0.238093 0.132905 
0.246672 0.177632 0.0129055 0.341162 0.221628 
0.490101 0.103471 0.00227472 0.00215199 0.402001 
0.378121 0.126499 0.37455 0.106214 0.0146166 
0.414725 0.297586 0.0660212 0.00983043 0.211838 
0.120251 0.1121 0.38949 0.0194897 0.358669 
0.445219 0.217429 0.190378 0.14339 0.00358351 
0.683465 0.165349 0.0393207 0.0169976 0.0948681 
0.0310194 0.0919085 0.787783 0.0358749 0.0534137 
0.12774 0.00776917 0.000362355 0.607172 0.256956 
0.012137 0.761221 0.0312048 0.0723752 0.123062 
0.0242471 0.00124143 0.520092 0.254417 0.200003 
0.0122692 0.497542 0.00514384 0.268222 0.216823 
0.026472 0.228667 0.117712 0.605868 0.0212805 
0.00348157 0.348681 0.466471 0.0238976 0.157469 
0.499902 0.00272224 0.367014 0.0125125 0.11785 
0.198603 0.158808 0.0127998 0.0164599 0.613329 
0.166584 0.298589 0.522191 0.00299585 0.00964003 
0.0114244 0.144596 0.404241 0.331442 0.108296 
0.0778358 0.117747 0.0044002 0.364481 0.435536 
0.270795 0.222409 0.169462 0.0325446 0.304788 
0.186213 0.0417425 0.0208704 0.747176 0.00399781 
0.0105738 0.0224153 0.340206 0.480152 0.146653 
0.294675 0.160914 0.0119762 0.0840068 0.448428 
